incident_id,date,state,city_or_county,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,longitude,n_guns_involved,participant_age_group,participant_gender,participant_status,participant_type,state_house_district,state_senate_district
1020022,1/1/18,New Hampshire,Portsmouth,0,0,1,0::Unknown,0::Handgun,Suicide - Attempt||Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Incident - Weapon involved but no shots fired,43.079,-70.7719,1,0::Adult 18+,0::Female,0::Unharmed,0::Subject-Suspect,725,21
1018914,1/1/18,Louisiana,Baton Rouge,0,1,,0::Unknown,0::Unknown,Shot - Wounded/Injured||Sex crime involving firearm||Armed robbery with injury/death and/or evidence of DGU found||Kidnapping/abductions/hostage,,,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,,
1028549,1/1/18,Ohio,Cleveland,0,0,11,0::Unknown,0::Unknown,Institution/Group/Business||Shots Fired - No Injuries,41.4381,-81.6183,1,,,,,11,21
1018557,1/1/18,Illinois,Rockford,0,0,17,0::Unknown,0::Unknown,Shots Fired - No Injuries,42.2822,-89.1148,1,,,,,67,34
1018048,1/1/18,Massachusetts,Revere,0,0,5,0::Unknown,0::Unknown,Shots Fired - No Injuries||ShotSpotter,42.4006,-70.9858,1,,,,,202,27
1019405,1/1/18,Ohio,Youngstown,1,0,13,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental Shooting - Death||Self-Inflicted (not suicide or suicide attempt - NO PERP)",41.0911,-80.6233,1,0::Adult 18+,0::Male,0::Killed,0::Victim,58,33
1018455,1/1/18,Illinois,Chicago,0,0,4,0::Unknown,0::Unknown,Shots Fired - No Injuries,41.9159,-87.6877,1,,,,,4,2
1018708,1/1/18,Arizona,Tucson,1,0,3,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",32.1413,-110.969,1,0::Adult 18+,0::Male,0::Killed,0::Victim,3,3
1018472,1/1/18,Missouri,Saint Louis,2,0,1,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Drug involvement",38.6783,-90.2797,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Killed,0::Victim||1::Victim,76,4
1019343,1/1/18,Louisiana,Schriever,0,0,6,0::Unknown,0::Unknown,Non-Shooting Incident||Drug involvement||Possession (gun(s) found during commission of other crimes),29.7353,-90.839,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,51,21
1018858,1/1/18,Indiana,Princeton,0,1,8,0::Unknown,0::Unknown,Shot - Wounded/Injured||Domestic Violence||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||Possession (gun(s) found during commission of other crimes),38.3603,-87.5649,1,1::Adult 18+,0::Male||1::Male,0::Injured,0::Victim||1::Subject-Suspect,64,48
1019873,1/1/18,Ohio,Mansfield,0,1,7,0::Unknown,0::45 Auto,Shot - Wounded/Injured||Suicide - Attempt||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot,40.7081,-82.455,1,0::Adult 18+,0::Male,0::Injured,0::Subject-Suspect,2,22
1018466,1/1/18,California,Los Angeles,0,1,43,0::Unknown,0::Unknown,Shot - Wounded/Injured||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Child Involved Incident||Child injured (not child shooter)||House party,33.958,-118.289,1,0::Child 0-11,0::Male,0::Injured,0::Victim,64,30
1019132,1/1/18,California,Oakland,1,0,13,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",37.8255,-122.28,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,15,9
1023427,1/1/18,Nebraska,Lincoln,0,0,,0::Unknown,0::Handgun,Non-Shooting Incident||Brandishing/flourishing/open carry/lost/found,40.808,-96.6752,1,0::Adult 18+,,0::Unharmed,0::Subject-Suspect,,
1019883,1/1/18,Indiana,South Bend,0,0,2,0::Unknown,0::Unknown,Shots Fired - No Injuries,41.6818,-86.2598,1,,,,,6,10
1019355,1/1/18,Georgia,Savannah,0,2,1,0::Unknown,0::Unknown,Shot - Wounded/Injured,32.0276,-81.0706,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Injured||1::Injured,0::Victim||1::Victim,165,2
1019174,1/1/18,North Carolina,Charlotte,0,2,12,0::Unknown,0::Unknown,Shot - Wounded/Injured||Non-Aggression Incident||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Child Involved Incident||Child injured (not child shooter),35.2094,-80.8955,1,0::Child 0-11||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Male,0::Injured||1::Injured||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect,102,38
1021158,1/1/18,Colorado,Pueblo,0,0,3,0::Unknown,0::Unknown,Shots Fired - No Injuries,38.2689,-104.604,1,0::Adult 18+,0::Male,0::Unharmed,0::Subject-Suspect,62,3
1023438,1/1/18,Tennessee,Clarksville,0,1,7,0::Unknown,0::Unknown,Shot - Wounded/Injured||Institution/Group/Business||Bar/club incident - in or around establishment,36.5607,-87.4,1,0::Adult 18+,0::Male,0::Injured,0::Victim,67,22
1019375,1/1/18,Rhode Island,Providence,1,0,2,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Gang involvement",41.8265,-71.4546,1,0::Adult 18+,0::Male,0::Killed,0::Victim,7,5
1018451,1/1/18,Rhode Island,Providence,0,1,1,0::Unknown,0::Unknown,Shot - Wounded/Injured||Bar/club incident - in or around establishment,41.8218,-71.4056,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect,2,6
1018486,1/1/18,California,Planada,0,1,16,0::Unknown,0::Unknown,Shot - Wounded/Injured||House party||Gang involvement,37.2941,-120.32,1,0::Adult 18+,0::Male,0::Injured,0::Victim,21,12
1019382,1/1/18,New Jersey,Jersey City,0,0,8,0::Unknown,0::Unknown,Shots Fired - No Injuries,40.7261,-74.0351,1,,,,,31,31
1019383,1/1/18,New Jersey,Jersey City,0,1,10,0::Unknown,0::Unknown,Shot - Wounded/Injured||Bar/club incident - in or around establishment,40.712,-74.0779,1,0::Adult 18+,0::Male,0::Injured,0::Victim,31,31
1018496,1/1/18,Nebraska,Omaha,0,0,,0::Unknown,0::Unknown,Non-Shooting Incident||Car-jacking,41.2831,-95.9843,1,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17,,"0::Unharmed, Arrested||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect,,
1019385,1/1/18,New Jersey,Jersey City,0,0,10,0::Unknown,0::Unknown,Institution/Group/Business||Shots Fired - No Injuries,40.7012,-74.0903,1,,,,,31,31
1019391,1/1/18,New Jersey,Orange,2,0,10,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",40.7661,-74.2284,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Killed,0::Victim||1::Victim,34,34
1018506,1/1/18,Nebraska,Omaha,0,0,,0::Stolen,0::Unknown,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Stolen/Illegally owned gun{s} recovered during arrest/warrant,41.2905,-95.9776,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,,
1018522,1/1/18,Oklahoma,Tulsa,0,1,1,0::Unknown||1::Unknown,0::Unknown||1::Unknown,Shot - Wounded/Injured,36.2242,-95.9935,2,0::Adult 18+,0::Male,0::Injured,0::Victim,73,11
1018525,1/1/18,California,Oakland,0,1,13,0::Unknown,0::Unknown,Shot - Wounded/Injured||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Playing with gun||House party,37.7461,-122.18,1,0::Adult 18+,0::Male,0::Injured,0::Victim,18,9
1018324,1/1/18,Indiana,Fort Wayne,0,2,3,0::Unknown,0::Unknown,Shot - Wounded/Injured||Bar/club incident - in or around establishment,41.0744,-85.1755,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Injured||1::Injured,0::Victim||1::Victim,81,16
1019946,1/1/18,Massachusetts,New Bedford,0,0,9,0::Unknown,0::Unknown,"Shots fired, no action (reported, no evidence found)||ShotSpotter",41.6405,-70.9328,1,,,,,81,38
1021453,1/1/18,Tennessee,Knoxville,1,0,2,0::Unknown,0::22 LR,"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental Shooting - Death||Accidental/Negligent Discharge||Playing with gun",35.9656,-83.9198,1,0::Adult 18+||1::Adult 18+,0::Female||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,15,7
1018287,1/1/18,New Mexico,Albuquerque,0,0,1,0::Unknown,0::Unknown,Shots Fired - No Injuries,35.093,-106.644,1,,,,,11,12
1019365,1/1/18,Massachusetts,Leominster,0,0,2,0::Stolen,0::9mm,Non-Shooting Incident||Road rage||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found||Stolen/Illegally owned gun{s} recovered during arrest/warrant,42.5255,-71.7496,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Unharmed, Arrested||1::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect,206,9
1019332,1/1/18,Connecticut,Hartford,0,1,1,0::Unknown,0::Unknown,Shot - Wounded/Injured||Non-Aggression Incident||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Self-Inflicted (not suicide or suicide attempt - NO PERP)||Concealed Carry License - Victim,41.7586,-72.6781,1,0::Adult 18+,0::Male,0::Injured,0::Victim,4,1
1018558,1/1/18,Massachusetts,Boston,0,1,8,0::Unknown,0::Unknown,Shot - Wounded/Injured,42.3353,-71.0545,1,0::Adult 18+,,0::Injured,0::Victim,187,1
1019076,1/1/18,Florida,Ocala,1,0,3,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",29.1967,-82.0976,1,0::Adult 18+,0::Male,0::Killed,0::Victim,23,8
1020207,1/1/18,Iowa,Council Bluffs,0,1,3,0::Unknown,0::Unknown,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found||Car-jacking,41.2401,-95.8847,1,0::Adult 18+,0::Male,0::Injured,0::Victim,16,8
1019525,1/1/18,Wisconsin,Madison,0,0,2,0::Unknown,0::Unknown,Shots Fired - No Injuries,43.0944,-89.3642,1,,,,,76,26
1018488,1/1/18,Nebraska,Grand Island,1,0,,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",40.916,-98.3503,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,,
1018530,1/1/18,Ohio,Cincinnati,1,0,1,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",39.119,-84.5327,1,0::Adult 18+,0::Male,0::Killed,0::Victim,32,9
1018153,1/1/18,Florida,Jacksonville,1,0,5,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||House party",30.3588,-81.5524,1,0::Adult 18+,0::Male,0::Killed,0::Victim,12,4
1019544,1/1/18,Missouri,Saint Joseph,0,0,6,0::Unknown,0::Unknown,Shots Fired - No Injuries,39.7643,-94.8315,1,,,,,10,34
1021092,1/1/18,Wisconsin,Madison (Fitchburg),0,0,2,0::Unknown,0::Unknown,Shots Fired - No Injuries,43.0025,-89.4308,1,,,,,47,16
1031045,1/1/18,California,Campbell,0,0,18,0::Unknown,0::Unknown,Shots Fired - No Injuries,37.2771,-121.953,1,,,,,28,15
1019073,1/1/18,Florida,Casselberry,1,0,7,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business",28.6903,-81.3203,1,0::Teen 12-17,0::Male,0::Killed,0::Victim,29,9
1020143,1/1/18,Georgia,Athens,0,0,10,0::Unknown,0::Unknown,Shots Fired - No Injuries,33.981,-83.4631,1,,,,,117,46
1018226,1/1/18,Idaho,Boise,0,1,2,0::Unknown,0::Unknown,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot,43.5964,-116.276,1,0::Adult 18+,0::Male,0::Injured,0::Subject-Suspect,17,17
1018279,1/1/18,Maryland,Severn,1,1,2,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Non-Aggression Incident||House party",39.1375,-76.7231,1,0::Adult 18+||1::Teen 12-17,0::Male||1::Male,0::Killed||1::Injured,0::Victim||1::Victim,32,32
1018040,1/1/18,New York,Rochester,0,0,25,0::Unknown,0::Unknown,Shots Fired - No Injuries||ShotSpotter,43.1711,-77.5769,1,,,,,137,55
1018042,1/1/18,New York,Rochester,0,0,25,0::Unknown,0::Unknown,Shots Fired - No Injuries,43.1789,-77.5937,1,,,,,137,56
1018233,1/1/18,Georgia,Columbus,1,1,2,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||House party",32.4642,-84.9488,1,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Male||2::Male,"0::Killed||1::Injured||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect,135,15
1018936,1/1/18,Massachusetts,Boston,0,1,8,0::Unknown,0::Unknown,Shot - Wounded/Injured,42.3353,-71.0545,1,0::Adult 18+,0::Male,0::Injured,0::Victim,187,1
1020163,1/1/18,South Carolina,Inman,0,0,4,0::Unknown,0::223 Rem [AR-15],"Non-Shooting Incident||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||Brandishing/flourishing/open carry/lost/found||Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",35.0963,-82.0436,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,38,11
1019592,1/1/18,Iowa,Waterloo,0,0,1,0::Unknown,0::25 Auto,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession of gun by felon or prohibited person||Brandishing/flourishing/open carry/lost/found||Stolen/Illegally owned gun{s} recovered during arrest/warrant,42.5071,-92.3389,1,0::Adult 18+||1::Adult 18+,0::Male||1::Female,"0::Unharmed, Arrested||1::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect,62,31
1020866,1/1/18,Kansas,Topeka,0,0,2,0::Unknown,0::Unknown,Shots Fired - No Injuries,39.0876,-95.6868,1,,,,,50,18
1020881,1/1/18,Kansas,Leavenworth,0,0,2,0::Unknown,0::Unknown,Shots Fired - No Injuries,39.2901,-94.9019,1,,,,,40,5
1018107,1/1/18,Illinois,Chicago,0,1,,0::Unknown,0::Unknown,Shot - Wounded/Injured,41.9345,-87.727,1,0::Adult 18+,0::Male,0::Injured,0::Victim,,
1020105,1/1/18,North Carolina,Dudley,0,0,7,0::Unknown,0::Unknown,Shots Fired - No Injuries,35.2965,-78.0048,1,,,,,21,5
1052454,1/1/18,Pennsylvania,Duncannon,0,0,11,0::Unknown,0::Unknown,Non-Shooting Incident||Non-Aggression Incident||Gun(s) stolen from owner,40.4266,-77.056,1,,,,,86,15
1018992,1/1/18,Pennsylvania,Easton,0,0,17,0::Unknown,0::Unknown,Institution/Group/Business||Shots Fired - No Injuries,40.6816,-75.2084,1,0::Adult 18+,0::Male,0::Unharmed,0::Subject-Suspect,136,18
1018909,1/1/18,Texas,Laredo,0,0,28,0::Unknown,0::Unknown,Shots Fired - No Injuries,27.4499,-99.47,1,,,,,80,21
1018856,1/1/18,Tennessee,Nashville,0,0,5,0::Unknown,0::Unknown,Shots Fired - No Injuries||Bar/club incident - in or around establishment,36.1446,-86.8724,1,,,,,55,21
1026144,1/1/18,Texas,Stafford,1,0,22,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",29.6377,-95.5961,1,0::Adult 18+||1::Adult 18+||2::Teen 12-17,0::Male||1::Male||2::Female,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect,27,13
1018854,1/1/18,Minnesota,Saint Paul,0,0,,0::Unknown,0::Unknown,Shots Fired - No Injuries,44.964,-93.0371,1,,,,,,
1018250,1/1/18,Connecticut,Hartford,0,1,1,0::Unknown,0::Unknown,Shot - Wounded/Injured,41.783,-72.6906,1,0::Adult 18+,0::Male,0::Injured,0::Victim,1,2
1019575,1/1/18,Massachusetts,Boston,0,2,7,0::Unknown,0::Unknown,Shot - Wounded/Injured,42.3793,-71.0719,1,,0::Male||1::Male,0::Injured||1::Injured,0::Victim||1::Victim,185,26
1019472,1/1/18,Oklahoma,Tulsa,0,0,1,0::Unknown,0::Unknown,Non-Shooting Incident||Car-jacking,36.1776,-95.8695,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,77,34
1018292,1/1/18,Arkansas,Fayetteville,1,0,3,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",36.0666,-94.1664,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Arrested,0::Victim||1::Subject-Suspect,86,4
1018673,1/1/18,Michigan,Detroit,2,0,14,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",42.4092,-82.9515,1,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Male,"0::Killed||1::Killed||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect,1,2
1018995,1/1/18,Pennsylvania,Philadelphia,0,1,2,0::Unknown,0::Unknown,Shot - Wounded/Injured,39.9885,-75.1706,1,0::Adult 18+,0::Male,0::Injured,0::Victim,181,3
1018989,1/1/18,Florida,Edgewater,1,1,6,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence",28.9427,-80.9103,1,0::Adult 18+||1::Adult 18+,0::Female||1::Male,0::Injured||1::Killed,0::Victim||1::Subject-Suspect,27,14
1018831,1/1/18,Arkansas,Romance,3,0,2,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Police Targeted",35.2032,-91.9817,1,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Male,0::Killed||1::Killed||2::Killed,0::Victim||1::Victim||2::Subject-Suspect,44,18
1019622,1/1/18,Nevada,Las Vegas,0,1,1,0::Unknown,0::Rifle,Shot - Wounded/Injured||Non-Aggression Incident||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Officer Involved Incident||Officer Involved Shooting - Accidental discharge - no injury required||Officer Involved Shooting - Bystander shot,36.102,-115.178,1,0::Adult 18+,,0::Injured,0::Victim,16,10
1020209,1/1/18,Nebraska,Omaha,0,0,,0::Unknown,0::9mm,Non-Shooting Incident||Domestic Violence||Brandishing/flourishing/open carry/lost/found,41.3005,-95.9614,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,,
1018143,1/1/18,New York,Brooklyn,0,1,8,0::Unknown,0::Unknown,Shot - Wounded/Injured,40.654,-73.9093,1,,0::Male,0::Injured,0::Victim,58,19
1018141,1/1/18,New York,Brooklyn,0,1,9,0::Unknown,0::Unknown,Shot - Wounded/Injured,40.6505,-73.9573,1,,0::Male,0::Injured,0::Victim,42,21
1018138,1/1/18,Illinois,Chicago,0,1,2,0::Unknown,0::Unknown,Shot - Wounded/Injured,41.6624,-87.6341,1,0::Adult 18+,0::Male,0::Injured,0::Victim,28,14
1018327,1/1/18,Texas,Houston,1,0,29,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||House party||Domestic Violence",29.7845,-95.2009,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Unharmed||1::Killed,0::Victim||1::Subject-Suspect,143,6
1018133,1/1/18,Illinois,Chicago,0,1,9,0::Unknown,0::Unknown,Shot - Wounded/Injured,41.9929,-87.6886,1,0::Adult 18+,0::Male||1::Male,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect,16,8
